0 0.0166529 0.983357 0.000500755 -1.66529e-05 0.000484102 0
0.252344 0.0383925 0.961611 0.000495808 -3.83925e-05 0.000457415 0.00992732
0.504687 0.10863 0.891348 0.000494148 -0.00010863 0.000385518 0.0132769
0.757031 0.316989 0.682966 0.00049552 -0.000316989 0.000178531 0.0105026
1.00937 0.671763 0.328268 0.000498252 -0.000671763 -0.000173511 0.00500198
1.26172 0.886271 0.113752 0.000501148 -0.000886271 -0.000385123 -0.000792298
1.51406 0.958669 0.041332 0.000503803 -0.000958669 -0.000454866 -0.00607491
1.76641 0.98039 0.0196127 0.000506128 -0.00098039 -0.000474262 -0.0106789
2.01875 0.980997 0.0190137 0.000508131 -0.000980997 -0.000472866 -0.0146292
2.27109 0.961104 0.0389006 0.00050988 -0.000961104 -0.000451224 -0.0180652
2.52344 0.894032 0.105918 0.000511203 -0.000894032 -0.000382829 -0.0206541
2.77578 0.692141 0.30776 0.000510757 -0.000692141 -0.000181384 -0.0197696
3.02812 0.338277 0.661807 0.000507064 -0.000338277 0.000168787 -0.0125013
3.28047 0.11758 0.882479 0.000501103 -0.00011758 0.000383523 -0.000669315
3.53281 0.042483 0.957516 0.000494991 -4.2483e-05 0.000452508 0.0116033
3.78516 0.0200202 0.979974 0.000489698 -2.00202e-05 0.000469678 0.0223514
4.0375 0.0192137 0.980791 0.00048575 -1.92137e-05 0.000466536 0.0304393
4.28984 0.0391853 0.960817 0.000484018 -3.91853e-05 0.000444833 0.0339992
4.54219 0.106862 0.893087 0.000485342 -0.000106862 0.000378481 0.0312551
4.79453 0.310649 0.689257 0.000488902 -0.000310649 0.000178253 0.0239421
5.04688 0.665294 0.334797 0.000492912 -0.000665294 -0.000172382 0.0157698
5.29922 0.884056 0.116003 0.000496692 -0.000884056 -0.000387364 0.0081344
5.55156 0.958089 0.0419084 0.000500059 -0.000958089 -0.00045803 0.00138102
5.80391 0.980151 0.0198379 0.000502981 -0.000980151 -0.00047717 -0.00444426
6.05625 0.980687 0.0193097 0.00050548 -0.000980687 -0.000475207 -0.00939908
6.30859 0.960267 0.0397314 0.00050761 -0.000960267 -0.000452658 -0.0136035
6.56094 0.891116 0.108862 0.00050916 -0.000891116 -0.000381955 -0.0166522
6.81328 0.683478 0.316488 0.000508814 -0.000683478 -0.000174664 -0.0159666
7.06562 0.327838 0.672206 0.000505238 -0.000327838 0.0001774 -0.00891
7.31797 0.112329 0.887694 0.000499469 -0.000112329 0.000387139 0.0025781
7.57031 0.0393761 0.960621 0.000498265 -3.93761e-05 0.000458889 0.00498689
7.82266 0.0169908 0.982999 0.000500755 -1.69908e-05 0.000483764 0
