0 0.972554 0.0184601 4.53975e-35 -9.72554e-31 -9.72509e-31 12.1682
0.254687 0.960916 0.0378566 4.5346e-35 -9.60916e-31 -9.60871e-31 12.1683
0.509375 0.907022 0.103036 4.52783e-35 -9.07022e-31 -9.06977e-31 12.1686
0.764062 0.697192 0.296612 4.52322e-35 -6.97192e-31 -6.97146e-31 12.1696
1.01875 0.346133 0.650144 4.5179e-35 -3.46133e-31 -3.46088e-31 12.1713
1.27344 0.122005 0.904047 4.51283e-35 -1.22005e-31 -1.2196e-31 12.1727
1.52812 0.0428676 0.972354 4.51357e-35 -4.28676e-32 -4.28224e-32 12.1735
1.78281 0.0199705 0.979218 4.51584e-35 -1.99705e-32 -1.99254e-32 12.1739
2.0375 0.0199618 0.979212 4.51538e-35 -1.99618e-32 -1.99166e-32 12.174
2.29219 0.0428292 0.972361 4.51226e-35 -4.28292e-32 -4.27841e-32 12.1738
2.54687 0.121875 0.904178 4.51072e-35 -1.21875e-31 -1.2183e-31 12.1732
2.80156 0.345777 0.650497 4.51483e-35 -3.45777e-31 -3.45732e-31 12.1722
3.05625 0.696771 0.296942 4.51823e-35 -6.96771e-31 -6.96726e-31 12.171
3.31094 0.906958 0.103182 4.52106e-35 -9.06958e-31 -9.06913e-31 12.1703
3.56562 0.961076 0.0379064 4.52672e-35 -9.61076e-31 -9.61031e-31 12.1702
3.82031 0.97272 0.0184749 4.53076e-35 -9.7272e-31 -9.72675e-31 12.1703
4.075 0.972663 0.0184581 4.5306e-35 -9.72663e-31 -9.72618e-31 12.1704
4.32969 0.960975 0.0378362 4.52631e-35 -9.60975e-31 -9.6093e-31 12.1703
4.58437 0.907098 0.102968 4.52035e-35 -9.07098e-31 -9.07053e-31 12.1704
4.83906 0.69738 0.29644 4.51657e-35 -6.9738e-31 -6.97334e-31 12.1713
5.09375 0.346316 0.649955 4.51213e-35 -3.46316e-31 -3.46271e-31 12.1728
5.34844 0.122075 0.903996 4.50797e-35 -1.22075e-31 -1.2203e-31 12.174
5.60312 0.0428861 0.972362 4.50961e-35 -4.28861e-32 -4.2841e-32 12.1746
5.85781 0.0199759 0.979222 4.51274e-35 -1.99759e-32 -1.99308e-32 12.1748
6.1125 0.0199651 0.979217 4.51308e-35 -1.99651e-32 -1.992e-32 12.1747
6.36719 0.0428391 0.972376 4.51069e-35 -4.28391e-32 -4.2794e-32 12.1743
6.62187 0.121917 0.90416 4.50979e-35 -1.21917e-31 -1.21871e-31 12.1736
6.87656 0.345895 0.650382 4.51442e-35 -3.45895e-31 -3.4585e-31 12.1725
7.13125 0.6969 0.296826 4.5182e-35 -6.969e-31 -6.96855e-31 12.1712
7.38594 0.907019 0.103134 4.52134e-35 -9.07019e-31 -9.06974e-31 12.1704
7.64062 0.961134 0.0378917 4.52725e-35 -9.61134e-31 -9.61089e-31 12.1703
7.89531 0.972824 0.018475 4.53149e-35 -9.72824e-31 -9.72778e-31 12.1704
